x1,x2,x3,x4,omega1,h
4.50429,3.48588,2.37594e-08,8.42598,5,294.537
3.33657,12.3763,1.27413e-08,5.14915e-08,5,298.317
10.0856,2.25163e-08,5.83373e-09,3.19073,7,362.872
2.08357,1.62024,6.39572e-08,14.6371,5,337.544
4.58416,9.66243,0.407588,3.85566e-08,3,200.764
5.08602,1.05859e-07,7.66051e-09,11.5233,7,418.71
4.83303,0.833952,1.84536e-08,10.972,7,414.165
7.81566,3.01657e-08,4.43126e-07,6.97389,5,284.659
7.70985,1.66214e-08,1.53837e-08,7.15024,7,383.611
0.478117,7.68125,3.84063,6.62222e-08,5,262.681
0.304128,11.0778,3.96613e-08,6.56896,5,313.479
1.26104,2.06875,4.08871,4.5815,7,363.031
4.89506,7.32765,2.64607e-07,3.29264,5,290.525
7.05476e-07,6.99481,3.46245e-08,11.8394,7,425.052
3.62258e-08,1.24817,4.67518,6.07665,5,268.683
3.14093,3.85432,0.528462,8.85917,5,297.283
5.28515,9.59264,1.12507e-07,3.90957e-07,5,289.145
0.985656,2.16317,1.75434e-08,15.8335,5,348.583
6.15072,2.92292,6.60685e-09,6.33873,7,381.805
1.09702e-08,7.8404,1.0162e-08,10.8529,7,419.958
4.35325e-07,14.8777,2.00272e-08,2.64272,3,225
2.4685,1.13151,3.67951e-08,14.5657,7,446.657
9.31197,0.61882,1.01333,1.05588,7,353.787
0.173035,12.0334,1.56982e-08,5.67261,5,314.135
1.47449e-08,11.3019,0.246714,6.15657,5,311.793
1.48592e-08,4.59256,0.351912,13.7036,5,330.98
2.40853,4.81817e-08,1.9422e-08,15.9858,7,458.872
4.35058,6.02289,7.25226e-08,5.72233,5,293.247
6.55473,7.77896,2.39413e-08,4.82113e-08,3,200.723
1.63322,5.717,1.89365,2.75614,3,193.27
1.20354e-08,7.93562,0.281998,9.98979,7,414.028
10.9073,8.28937e-08,0.437081,0.655621,5,276.503
1.71795e-08,7.83112,3.77259,0.803452,5,265.956
2.49515,10.1121,1.55337e-08,4.04398,5,302.524
5.53615,0.769064,0.123126,9.54751,3,202.609
8.21556,3.37677,0.887936,1.22577e-07,5,273.345
1.8406,8.80836,2.25751,0.635887,7,366.449
2.04902e-08,4.70169,2.41873,8.06476,5,290.834
1.31451e-08,4.50897,3.50509,5.39262,7,373.349
9.58875,8.57752e-08,6.81712e-09,4.01876,3,200
9.57826,3.43841,8.97297e-09,0.0247479,5,280.211
0.77323,3.6174,9.05762e-08,14.491,3,232.79
6.14022,5.13178e-08,0.035233,9.67234,7,402.086
7.42508,5.26767,5.63109e-09,1.47925,3,200.287
1.79819,6.40049,5.22865e-09,9.53577,7,408.817
5.4458,5.41221,1.4596e-06,4.60941,5,288.663
3.71294,1.95107,1.46682e-08,11.5355,7,419.795
0.950912,8.26115e-08,3.15864,9.99211,7,408.088
1.12101,4.23125e-08,3.46063,8.90332,3,189.554
10.5027,1.30969e-08,4.392e-09,2.49548,5,280
2.43065e-08,9.88077,1.41881,4.68894,5,296.556
2.0404e-08,7.62038e-08,2.71425,12.762,3,212.572
4.24404,3.63001,9.72685e-09,8.69159,5,296.535
3.202,6.89417,1.31082e-08,6.62014,5,298.99
6.17437,5.05818,9.51279e-09,3.80816,3,200.913
3.95022e-08,5.62804,4.2372,2.13477,5,260.051
5.63023,1.70888e-08,5.08166e-08,10.6163,7,410.547
3.87255,4.01981,2.849,1.25864,3,177.847
4.34257,2.45791e-08,1.49108e-08,12.7624,5,319.861
1.09324e-08,8.65088,2.21887e-08,9.90731,5,316.349
6.49379,2.34769,8.83645e-08,6.43804,5,286.677
6.78632,1.80829,1.91921e-07,6.5798,5,286.046
5.44713,5.44382,8.88178e-08,4.57033,5,288.659
2.2718,12.456,1.66138e-08,1.68162,5,303.641
1.43603e-08,2.08124,3.21462,8.99957,7,400.251
7.59978,0.381821,9.84531e-09,6.88824,7,382.311
6.57843e-08,12.0523,1.99471,0.619709,5,289.069
8.52259,3.7208,0.545529,3.84659e-07,5,276.102
1.6852,7.19524,0.808122,6.6419,3,206.068
4.65584,1.5723,8.41828e-09,10.4059,5,304.352
8.58679e-08,8.57624,3.70708e-08,9.99439,5,316.424
3.01404e-08,9.91209,1.44331,4.58707,5,296.237
9.25087,3.92733,1.12357e-08,2.07415e-08,5,280.375
7.76558,1.27152e-08,1.76857e-08,7.05736,7,383.11
7.67024e-08,4.11277,3.49351,5.88573,5,273.947
2.36427e-08,8,4,1.2197e-08,7,353
2.15687,13.8801,0.0793965,3.38876e-07,5,303.183
3.11479e-08,5.80331,1.24869e-07,13.2295,5,330.18
5.38402,5.41207,4.30309e-08,4.71255,7,379.284
5.80225,0.613171,0.228066,9.00604,5,295.224
2.09331e-08,11.4449,8.63838e-09,6.64765,7,405.555
2.19353e-08,14.7253,0.708369,0.93154,3,215.791
11.3832,1.215e-07,5.60893e-08,1.02803,3,200
6.37942,1.31625,0.106214,7.54876,3,200.106
5.01714e-08,4.813e-08,3.2404,11.3589,5,310.471
1.97001,1.38984e-07,1.83338,11.8276,7,423.282
6.5255,1.73686,5.06297e-09,7.09783,7,384.798
2.84792,7.29304,0.310198,5.91772,5,296.728
3.36664,1.78481,1.24019e-08,12.3067,5,317.258
0.967874,9.56903,1.59786e-08,7.22301,7,401.624
6.83163,2.02047,1.8653,1.2826,3,185.078
7.52941,0.843701,1.76983e-07,6.46666,5,284.039
5.4747,7.07121,1.43471e-08,2.62576,7,377.626
7.53468,1.34685,1.65144,1.46703,5,267.195
4.63829,1.13164e-08,2.09242e-08,12.2695,7,425.426
6.32729,2.05462e-08,1.01811e-08,9.45451,5,298.054
1.94468,7.26261,3.0882,0.0506217,7,355.13
1.11239e-07,11.6974,2.3824,1.00898e-07,3,194.029
7.37981,6.58667,1.74064e-08,0.015862,5,282.861
1.87816e-08,11.4214,1.5724,2.48203,7,384.559
9.705,3.27857,1.09934e-07,3.30082e-08,3,200
4.09902,11.2871,6.10133e-09,5.41786e-08,5,294.505
5.07383,9.89453,2.78776e-08,7.76741e-08,3,203.779
10.3527,1.39612,0.323938,0.252904,5,277.408
1.41665e-08,9.1714,0.508521,7.94397,3,218.389
6.63694,3.57538,1.78769,2.01547e-07,3,185.698
4.90114e-08,3.4674,3.17647,7.4841,5,283.843
12,3.22801e-07,2.14322e-07,5.6057e-07,3,200
1.16027,1.85655,3.14718e-07,15.9002,3,239.098
3.3298e-08,2.94869,4.50513,4.54618,7,363.71
0.677579,1.02134e-08,4.38261,7.18375,7,384.036
6.33477,7.86649,8.14494e-09,0.264477,7,373.326
0.425486,5.14822,7.68827e-09,13.2846,3,227.43
9.31345,1.78013,1.97704e-08,2.40076,7,363.966
9.1973,4.00386,1.74226e-08,9.15538e-07,5,280.401
11.2952,0.469843,0.234922,9.89204e-08,7,358.356
2.43942e-08,8.52928,7.01035e-09,10.0492,3,225
1.19817e-07,1.34427e-08,4.03551,9.23863,7,402.183
1.56509e-08,4.69782,1.70303,9.97781,7,408.852
4.42512,10.8213,2.27621e-08,2.10478e-07,5,292.874
1.27725,6.76316,6.98867e-09,9.9809,7,412.371
4.92525,2.43079e-08,2.8299,4.24485,3,177.728
1.61211,4.83957,5.7745e-09,11.667,7,422.423
2.45162,1.96259,3.17732,5.15142,5,267.145
2.93316,1.88959,9.454e-08,12.9069,3,219.398
3.39322,8.08465,1.84221,9.5266e-09,5,274.556
4.85286,8.0303,0.953707,3.16654e-08,7,368.338
3.32784e-08,9.7668,2.98116e-08,8.6054,3,225
2.66929,3.18072e-08,1.88904,10.5138,7,411.513
6.06764,1.7182,2.20112,2.01303,5,263.27
4.24522,1.90234,1.3388e-08,10.7052,5,306.889
4.73835,6.27346e-07,1.66104e-08,12.1027,5,313.925
8.81895,2.94334,1.15521e-07,1.86786,7,364.781
0.282291,10.7881,0.692832,5.09584,5,304.582
0.29779,10.0453,1.06367e-08,7.78412,7,405.168
4.04514,7.35258,4.66307e-08,4.68009,3,206.865
2.33508,6.895,1.24877e-08,8.06403,3,213.325
3.507,12.1329,1.14331e-08,1.58434e-08,3,208.479
1.30028,6.39927,3.63996,0.660485,7,351.84
6.39568,1.96927e-08,1.06009e-08,9.34054,7,399.065
5.26871,6.37308e-08,2.69252,4.03878,5,261.809
2.18475,7.20471,2.43175,1.4686,3,185.697
4.72194,0.758392,2.39095,4.86944,3,181.445
4.78108,2.40497e-06,1.35048e-08,12.0315,3,213.97
10.9812,1.23928,9.13766e-09,0.252238,5,280
3.92684,9.36261,1.81617e-08,2.53223,7,385.366
9.66197,2.7883e-08,0.250659,3.2283,5,278.126
7.60184,5.44837,2.40831e-08,0.973835,7,368.194
4.71833e-08,6.81453,4.11855,1.06692,5,261.459
2.36418e-08,8.95298,9.05686e-09,9.55486,7,413.282
10.0621,2.54783,0.0965236,7.88624e-08,5,279.228
7.14577,6.73974,7.20754e-09,0.227358,5,283.563
1.84939,4.78526,1.56929e-08,11.3349,7,419.407
2.67232,1.1445,5.34124e-07,14.2109,3,226.737
2.49756,11.9818,1.64934e-08,1.85864,3,212.512
5.96095,8.62722,1.5716e-08,7.23088e-08,7,375.195
8.33954e-08,4.26194,2.84626,7.43772,7,387.349
8.53283,4.9531,1.04644e-08,1.2057e-08,5,280.734
9.71287,8.33488e-08,0.655004,2.06521,5,274.76
2.54151,4.78608,1.1273e-07,10.1804,5,308.327
0.862979,5.14512,1.50107,8.55622,5,296.116
5.39033,2.32662,6.66902e-09,8.30171,3,203.112
1.39251e-08,7.69575,8.45126e-09,11.0216,5,318.825
1.46676,6.00149,2.23459e-08,10.5537,5,312.857
0.536968,9.50183,3.00734,2.46273e-08,3,184.332
0.406266,2.24978,4.41252,4.93144,5,263.195
7.04742,2.51081,0.383047,4.30356,7,367.997
0.166203,2.79455,3.65628,6.71259,7,380.467
1.27394,0.0434757,4.28608,6.39651,3,176.526
4.80749,2.01756e-07,8.42822e-09,11.9875,5,312.888
6.69863,1.15873e-07,3.32085e-08,8.83561,5,294.712
2.43301,5.21145,3.07296e-08,9.86496,3,213.191
1.13503e-07,12.9997,1.70082e-08,4.83369,5,315
5.78839,8.87093,0.00121981,5.59248e-08,3,201.621
7.86699,5.90431,1.53435e-08,4.20362e-08,7,367.399
5.25048,2.17722e-08,1.55858e-07,11.2492,5,307.746
5.10643,0.281816,0.854896,8.88078,5,292.818
2.78149e-08,10.8808,9.63331e-08,7.30568,3,225
3.05867,6.65372,4.38791e-08,7.13955,3,209.824
8.35452,3.40414,0.531854,0.68603,3,195.745
0.361204,3.58798,4.29672,3.75409,3,174.802
2.22893e-08,6.92833,3.38892,2.87981,5,270.944
1.75538,7.31957,1.09485e-08,8.53486,3,216.223
1.05734e-08,2.34563e-08,4.58129,7.78322,3,184.178
1.9874e-08,5.03338,3.53667,4.69662,5,270.453
5.13992,3.52169e-07,2.09226e-07,11.4335,7,417.901
4.97246,2.20692,0.820499,6.94983,7,383.472
6.22505,0.220737,1.65564e-08,9.3674,5,297.65
4.07066,4.05956,4.65102e-09,8.47942,5,296.516
6.54381,6.35663,1.59337e-08,1.67759,5,285.369
0.181516,10.5912,9.89938e-09,7.34109,5,314.092
2.04274e-08,8.89518,5.29541e-09,9.62229,5,316.105
0.352403,9.95087,2.47116,1.21356,3,191.113
2.26895e-08,9.14657,1.01511e-08,9.329,7,412.121
7.57387,4.47827e-08,4.41425e-08,7.37688,3,200.639
11.0886,6.26417e-08,4.72772e-08,1.51902,5,280
7.90051e-09,6.49144,4.15086,1.3577,7,352.397
2.46065e-08,8.18232,2.02032e-08,10.454,7,417.906
4.36058,7.39328,6.64097e-09,4.10688,7,383.443
1.73079,5.99618,3.32583e-08,10.1198,3,216.619
3.0289,7.65491,1.21987e-08,6.0211,5,299.855
6.76703e-08,8.52208,1.3754e-08,10.0576,7,415.868
2.553,6.45506,1.13569,5.1856,5,287.471
2.12053e-08,2.38524e-07,3.99323,9.35139,5,293.156
6.55,7.78571,1.04093e-08,2.4294e-08,7,372.25
3.39635,11.2441,1.63757e-08,1.22131,5,298.018
4.36246,10.9108,2.30514e-08,1.46354e-07,5,293.188
5.75816,5.29106e-08,3.4165e-08,10.4031,3,205.177
2.97439e-08,5.13207,1.82872,9.136,5,299.462
6.46885,7.90165,1.24574e-08,2.5779e-08,7,372.656
5.66569,7.04754,0.579394,0.789993,7,369.139
2.3043,1.81117,3.69717,4.18737,7,360.54
5.87414,2.87772e-08,1.04713e-08,10.2098,7,406.888
6.02327e-09,6.68618,4.13138,1.18244,5,261.292
2.44194,13.2848,0.161687,2.96369e-08,3,210.688
1.70567e-08,3.71198,4.4288,3.85922,5,259.285
5.59703,0.7782,2.48337,3.1414,7,355.74
3.13139e-07,2.5471,3.55348e-08,17.0284,5,359.529
3.76586,1.82661,9.96819e-09,11.5925,7,420.246
0.493757,2.80405,4.32209,4.3801,7,362.625
1.33883e-08,12.7949,8.22661e-09,5.07265,5,315
3.28238,0.530529,2.36427,7.60571,5,282.083
6.36667,8.04761,1.25913e-08,7.48069e-07,3,200.817
2.62431,2.92635,2.74887e-08,12.2121,5,318.574
7.43369,1.23239e-07,0.0927527,7.36318,5,286.52
5.92214,3.6392e-08,1.61985e-08,10.1298,7,406.168
3.49224,5.28314,2.78052,0.601214,5,263.938
1.87727,1.57137,0.0372454,14.9386,3,232.214
2.08375,10.4415,2.10152e-08,4.3453,5,304.581
5.24026,9.65678,4.25543e-08,2.67262e-07,5,289.279
3.41898,3.26676,2.44515e-07,10.4905,5,307.791
4.93403,0.0457591,8.24649e-09,11.7232,5,310.532
4.27195,2.12763,1.31992e-08,10.3978,3,207.785
1.71163,7.56906,0.522896,6.92233,3,209.644
2.85363,7.80929,2.32303e-08,6.13311,3,210.732
0.491979,7.88439,1.21422,6.74364,5,297.165
7.0819e-08,8.5306,6.47087e-09,10.0476,3,225
3.10552,8.80436,1.44991e-08,4.55238,5,299.472
7.48995,4.78127,8.16817e-09,1.9386,7,368.53
3.85799e-08,11.9622,1.33006e-08,6.04413,5,315
2.24334,5.56938,2.33848e-08,9.7635,7,408.907
0.764069,7.0038,1.79791e-08,10.5555,7,416.572
1.47635,7.58672,3.18603,0.192169,5,266.2
0.687561,12.1092,3.87283e-08,4.72666,5,311.562
4.18843,11.1594,7.72041e-09,3.40689e-08,5,294.058
5.8461,0.948561,2.3667,2.83864,3,181.066
5.92022e-08,10.8863,1.51161e-08,7.29933,3,225
8.36108e-08,11.6236,0.587398,4.87275,5,307.364
3.27689e-08,2.4641,1.61357,12.8224,5,323.247
5.80294e-06,9.37869,1.06691e-08,9.05819,7,410.728
10.4308,3.34364e-07,2.29714e-08,2.61526,5,280
5.41398,0.336676,0.387502,9.55057,5,297.667
5.15274,9.78179,5.36526e-09,2.641e-08,3,203.542
4.02249,3.47139e-08,3.92363e-07,13.2958,7,434.663
1.78985e-08,3.8085,4.41915,3.77235,3,174.931
3.0611,3.15069,2.64838,4.16001,7,364.105
5.69475,9.00751,5.73201e-08,1.67378e-08,7,376.526
3.17051,9.59201,3.66063e-09,3.52514,5,299.147
0.417865,3.63018,4.26984,3.68212,7,359.496
3.68186,5.54542,2.77271,3.4656e-08,7,350.545
1.69162e-07,8.09251,1.00108,7.88921,7,399.425
6.12652,4.58979,9.46734e-09,4.43437,3,200.937
7.02538e-08,11.785,0.788343,4.14854,3,214.752
2.39708,6.47068,6.79614e-09,8.45574,3,213.015
6.35219,2.22844e-08,1.21153e-08,9.41302,7,399.717
2.99846e-08,11.9246,2.02813,0.679651,5,288.634
2.42823e-07,13.7367,1.49017,7.11553e-08,7,385.628
3.59215e-08,11.6068,0.612908,4.82435,7,397.032
0.149814,7.17976,1.66161,6.94296,3,202.65
2.52255e-08,10.7874,0.933671,4.92496,3,212.862
4.69766,4.63375,7.09225e-09,6.76452,7,387.523
2.37643,13.748,7.44897e-08,2.07523e-07,3,213.118
4.76295,4.24314e-08,4.018e-08,12.0617,5,313.556
2.97817,11.6047,3.63462e-08,1.49754,7,390.109
2.1787e-08,6.78654,2.81931,4.56421,5,278.743
3.74888,1.38013e-07,3.30045,4.95067,3,175.984
0.804136,13.1386,1.78556e-08,3.33139,5,310.979
2.20483,6.2645,2.4735,2.42071,3,185.177
2.45543,2.9839,3.06643,4.24924,3,178.116
4.78698,1.20598e-07,1.29572e-07,12.0217,5,313.195
11.2528,0.0526917,0.293595,0.400874,7,358.279
7.87623,3.79821,0.91564,2.53855e-07,5,273.279
9.11352,1.98847,0.934097,3.02703e-08,3,192.527
3.67039e-08,12.0649,1.63708,1.55876,7,383.718
2.00087e-08,4.59864e-08,2.96228,12.1006,3,206.868
1.85833,6.93802,3.03716,0.709334,5,266.225
2.79729,7.98461,0.567389,4.50944,3,204.367
1.80322e-08,5.03343,2.24726,8.13496,3,196.505
5.96092,8.62726,2.29709e-08,6.78186e-08,3,201.117
3.56293,12.053,5.34877e-08,2.48109e-06,5,297.185
11.0639,3.22654e-08,0.37442,0.561632,5,277.005
4.46614,2.6675e-07,0.919337,10.1049,7,406.863
4.18317e-08,7.96117,1.1477e-08,10.712,5,317.233
0.548964,10.1835,0.417873,6.08997,3,216.823
8.81824e-08,11.8201,1.58511,1.98288,5,294.394
5.59629,5.12711,0.10912,4.40023,3,201.011
2.79192,1.64449,2.44852e-08,13.4282,7,436.676
5.22469,9.67902,5.43941e-08,6.247e-08,7,378.877
3.52054,5.6209,8.69878e-09,7.57471,3,208.438
0.325093,9.41035,3.17979,1.74228e-08,7,362.037
1.54702,4.36353,3.74484,2.34461,5,259.51
9.37258,3.75345,5.83761e-09,4.60796e-08,5,280.314
3.76925e-07,7.18572,0.0106262,11.5883,5,321.684
3.10103,6.09415,1.75533,3.04089,5,276.676
1.06216,0.686473,3.72716,7.48976,3,182.287
1.90292e-08,5.61184,1.36495e-07,13.4529,7,438.882
7.14182,1.58114,5.249e-08,6.25231,3,200.429
4.53056,1.39813e-08,9.24192e-09,12.4491,3,216.225
4.77836,1.78783,2.47308e-08,9.95027,3,206.099
8.64978,3.92309,0.377532,5.48974e-08,5,277.466
3.06691,4.5117,1.04627e-08,9.62483,5,304.194
2.73044,9.83229,1.12576,0.976249,3,198.425
1.40158,1.0731e-07,4.23937,6.35905,5,270.317
2.45438,3.2001,3.49824,2.84728,3,174.751
5.51589,4.41491,5.2395e-08,5.65612,3,202.452
3.15641e-08,5.44931,4.46488e-08,13.6425,5,332.304
1.66076,2.9304,2.10135e-08,13.8133,3,227.149
6.52283,7.82454,3.01666e-08,5.8001e-08,3,200.739
6.13256,1.03902,1.1101,5.60661,5,276.11
4.89004,10.1571,2.99482e-08,2.23264e-07,5,290.55
9.39082,3.35636e-08,1.04367,1.56551,5,271.651
3.55053e-07,5.24546,4.27545,2.47908,5,259.898
2.1665,0.910552,2.54862,8.53053,7,394.779
1.8111e-08,10.2379,1.12566e-07,8.05584,7,406.762
5.22107e-09,2.82569,3.26244,8.00352,7,391.707
1.86812,9.21092,2.61177e-08,6.14039,5,305.659
2.19768e-08,3.67237,4.18139,4.56519,7,365.519
2.45251e-07,3.69943,2.36559,9.37577,5,297.857
6.73434,3.51044,1.75522,1.03187e-07,5,266.713
7.22651,6.81928,3.12393e-08,4.48371e-07,7,369.32
2.19215,3.19466,1.33876e-08,12.6193,5,321.718
3.24752,2.51029,3.36668e-08,11.6588,7,421.184
4.81393,4.79071,2.39536,4.58115e-07,7,350.209
4.89496,7.03021,0.344009,2.72246,5,286.531
11.9586,0.0276253,0.0138126,3.03166e-08,7,359.903
1.07928,4.9311,1.115e-06,12.4482,5,323.541
0.478072,0.909471,4.18962,6.96985,7,382.373
0.374667,4.49716,1.52382e-08,14.1289,5,334.408
10.5583,1.42073,2.07928e-08,0.745335,3,200
4.66577,10.4775,1.38796e-08,8.45631e-08,7,381.671
2.53555,1.72529e-08,3.78578,5.67867,7,369.894
3.84098,9.64044,5.95836e-09,2.35119,7,385.795
7.62913,2.61062,1.00549,1.55775,3,191.956
9.87656,1.67429e-08,1.53371e-08,3.53906,3,200
12,1.13585e-07,2.72562e-08,5.3866e-07,5,280
3.79686e-08,14.8903,6.5671e-08,2.62796,7,405
1.81046,2.12185,0.288373,13.7381,3,224.875
10.872,1.91225e-07,1.01207e-07,1.87997,5,280
5.62445e-08,12.4634,3.17573e-08,5.45942,7,405
0.337448,8.71621,1.52697e-08,9.26868,7,410.991
2.27127e-08,8.6492,0.508219,8.55402,7,405.449
2.87613,11.6757,0.594282,2.06874e-06,5,292.894
1.21694e-07,4.29014,4.37099,3.33888,7,358.21
3.95434,0.600462,5.59869e-08,12.7089,7,429.68
5.73983,8.94311,3.18415e-08,5.78186e-08,3,201.781
2.56675,9.87394,0.337559,3.30233,3,207.778
7.03091,4.7084e-08,6.51375e-09,8.28182,3,201.454
7.6048,2.93013,1.46507,5.87944e-08,7,352.07
2.07029e-08,9.59099,9.18609e-09,8.81051,3,225
0.0900036,2.62824,1.05541e-08,16.7837,3,247.368
3.7925,5.22105e-08,3.283,4.9245,7,363.057
9.21255,3.72317e-07,8.58767e-09,4.64576,5,281.181
0.187146,14.2988,1.30168e-08,3.00619,5,314.064
6.34105,2.2545,1.90632e-08,6.80134,3,200.829
2.62985e-08,11.4772,9.21708e-09,6.60992,5,315
6.07512,3.82872e-08,5.22613e-08,9.87481,3,202.887
7.56295,3.55226,4.43442e-07,3.25077,3,200.219
5.14928,4.4151,2.29878,0.136838,5,264.266
6.56725,2.74048,2.78802e-08,5.85735,5,285.991
3.54703,1.95987,3.1852,3.3079,5,260.63
4.75555e-08,6.31637,4.16836,1.51527,5,260.811
5.2981,1.17485,4.1503e-08,9.79917,7,403.78
0.023373,4.32818,4.35783,3.29061,5,259.522
4.48426,7.53274,1.40177,3.73166e-08,7,364.356
5.0209,4.52524,5.22689e-08,6.35238,3,203.937
7.79126,1.05035,1.66456e-08,5.78916,5,282.785
3.92953,8.12762,1.48821,3.3982e-08,7,366.006
5.24068,7.98605,6.25913e-09,1.94848,7,378.797
1.45568,1.91664,1.43297e-08,15.3378,5,343.998
4.59148,5.63669,2.16427,1.52078e-08,7,353.907
4.05753,4.28874,1.98239e-08,8.23392,3,206.827
11.7392,7.55784e-08,1.40897e-08,0.434655,5,280
7.15125,3.44066e-08,2.01594e-08,8.08126,3,201.273
7.4129e-08,1.14615,4.68539,6.16847,3,175.865
3.1461e-08,9.99261,3.12823,1.23784e-07,5,274.333
1.48598,2.317,0.0803443,14.6059,5,337.692
0.888856,10.7461,0.590988,4.40545,7,392.873
5.35506e-08,4.03453,4.39655,3.56892,3,175.107
6.03458,6.5779,0.850553,2.07801e-08,3,193.753
11.2739,1.03722,2.87722e-08,9.3871e-08,7,360.363
5.07136,3.00471e-08,6.87232e-09,11.5477,7,418.93
1.70441,10.9337,0.119616,4.08436,3,214.923
11.5316,0.669138,9.61421e-09,1.74866e-08,7,360.234
0.792747,3.50292,1.97067e-07,14.592,3,233.262
1.53067e-08,10.3921,1.27375e-08,7.87589,5,315
3.9607,10.1666,2.26914e-08,1.53775,5,295.197
1.19352e-08,6.75858,3.0419,4.00326,5,275.655
0.528844,13.984,1.05147,1.39563e-07,5,298.687
1.67523e-08,0.0963867,4.7711,7.16462,5,274.301
1.37696,1.82455,6.81696e-08,15.5764,5,346.1
4.56698,4.94192e-08,1.52247,8.32846,7,391.479
0.933965,8.64447,4.01481e-08,8.35818,7,404.86
1.93507,9.1674,2.45507e-08,6.07958,3,215.325
1.90126,8.90283,9.22904e-09,6.4446,7,396.69
6.59677,2.29796,6.58306e-08,6.32444,7,380.648
2.95874,1.46156e-07,2.90422,7.32419,5,279
1.53756e-05,6.33537,0.849878,10.3424,3,214.766
2.99454,2.2896,3.1764,3.8675,7,359.971
5.26538,9.04708,6.5046e-09,0.669434,3,203.204
1.91545e-08,7.53492,8.01575e-09,11.2093,3,225.465
3.28074,2.05291,1.71517e-08,12.137,3,215.156
3.19515e-08,9.08423,3.14819e-08,9.40173,7,412.495
4.72422,10.394,8.41318e-08,2.0099e-08,7,381.379
2.16493,0.96975,1.65153,10.8563,3,203.621
4.52727,6.64869e-08,3.57838e-08,12.4546,3,216.255
2.28633e-08,10.3669,3.21602e-08,7.90532,3,225
9.95282,1.36479,0.682394,5.2769e-08,3,194.541
4.65938,9.51713,4.32213e-08,1.13105,5,291.703
3.67123e-08,4.52517,1.32965,11.1749,5,312.586
5.03191,2.57944e-08,2.78724,4.18086,5,262.33
1.41544e-08,6.22588,3.52516,3.33606,7,362.667
9.27356,3.89491,1.88867e-08,1.70089e-08,5,280.363
5.46546,4.83416,1.15254e-08,5.25104,7,379.373
7.4753e-08,7.16064,2.29401e-08,11.6459,3,225.839
6.325,1.35722e-07,2.06116e-08,9.45833,5,298.075
2.90809,3.66826,4.07682e-08,10.8735,5,311.001
1.08124e-07,13.9242,1.08582,0.859534,3,210.884
3.42656,4.8321,1.13119e-08,8.65162,3,208.72
3.71034,8.30552,2.427e-08,4.12632,5,296.448
5.39774,7.94462,9.86965e-09,1.73504,3,202.807
1.02635,8.91894,7.91697e-09,7.88399,7,402.197
6.78341,2.42137e-08,1.03197e-08,8.69431,5,293.949
3.83156,6.20787e-08,5.22772e-08,13.6141,5,327.527
4.04706,5.8302,0.332969,5.56508,5,290.436
7.16206,1.47337,4.41013e-08,6.3443,7,379.701
0.581372,1.01331,1.95561,12.6339,7,431.167
6.86011,0.502849,2.00567,2.63137,5,265.153
3.33893,4.69729e-08,1.68588e-08,14.4351,3,226.95
4.1397,2.51188,7.11521e-09,10.17,3,207.929
3.4918e-08,11.7769,9.28169e-07,6.26034,3,225
5.68253,1.48848,3.59859e-09,8.79255,3,202.781
6.27501e-08,10.1545,1.35644e-07,8.15313,5,315
4.4929,8.56877,4.22712e-08,2.51493,5,292.535
3.59466,6.86819,9.90825e-09,5.99602,5,297.027
5.89614,4.94883,1.33148e-08,4.39947,5,287.312
7.64443,7.75741e-08,4.03421e-08,7.25929,5,286.2
5.63578,9.95349e-09,1.98584,5.31148,5,270.519
4.24999,5.02053,0.743756,5.07605,3,198.069
4.26204e-08,11.2678,0.697045,4.9954,3,215.938
4.97631,4.79762,6.49309e-08,6.10893,3,204.071
3.08663e-08,5.59456,1.50728e-08,13.473,7,439.054
3.8505e-07,5.79949e-08,4.8,7.2,5,274.6
4.25267,9.2031,0.815725,1.00225e-07,7,373.132
2.02757,7.95959,2.95537e-08,7.33452,3,214.862
1.31501e-08,5.94168,3.16918,4.61688,3,184.68
9.182,4.02571,2.21632e-08,1.57917e-07,3,200
0.642394,2.97056e-08,4.54304,6.81456,3,178.924
5.15393,0.736343,2.66479,3.44493,3,178.772
4.9585,7.20621,1.24822,2.81268e-08,3,190.911
2.09237e-08,4.48525,0.314984,13.9273,7,442.903
1.57936e-07,3.40775,0.779545,13.9455,3,227.742
6.79668,7.43207e-08,1.26368e-08,8.6722,7,393.05
3.02387e-08,6.65303,3.25536e-06,12.2381,3,226.347
4.50702,1.19827,2.87737,3.41734,3,177.289
5.37088e-08,2.69075e-07,2.37645,13.6628,7,440.342
6.3614,4.25496,9.03972e-09,4.43354,5,285.916
9.07851e-08,6.88623,3.12912e-07,11.9661,5,323.683
3.9872e-08,2.54271,3.3042,8.22231,5,286.964
6.44355,3.03649,9.08393e-09,5.71818,5,286.189
5.05071,1.98157,2.90834e-08,9.27033,3,204.816
4.14073,5.23951,2.61976,6.34084e-08,5,263.76
1.71753,1.05214,2.41857,9.46044,5,293.842
1.11574e-08,3.50732,4.44927,4.04342,5,259.42
6.42126,2.33361,1.70389,2.03165,7,354.535
5.14653,9.79068,8.16727e-09,1.47143e-07,5,289.56
4.547,6.77155,0.606021,2.90547,3,198.693
1.18735e-07,10.3752,6.89493e-08,7.89558,3,225
5.56124,1.56641e-08,0.530845,9.31567,7,399.372
4.04623,4.11741,2.76977,1.0666,5,262.394
