x1,x2,x3,x4,omega1,omega2,omega3,h
2.22475,2.56846,2.92815e-08,13.2955,3.08,0.32,1,140.616
5.27992,3.81352e-08,1.05053e-08,11.2001,1.64,1.68,1.68,112.64
1.57293,5.6429,5.90382e-08,10.7951,2.96,2.04,2.88,194.039
1.19283e-07,9.00048,4.81003e-08,9.49944,3.6,1.96,2.76,227.34
0.230362,13.9534,8.25415e-08,3.33708,0.8,1.72,3.32,96.2282
10.2565,2.49066,9.67309e-09,6.12272e-08,3.48,3.12,2.44,223.84
1.90732,4.16819,2.02779,6.55081,3.4,2.56,2.32,197.909
5.93748,3.97529,2.02748,0.0597474,3.36,2.16,3.04,182.478
2.1537,5.70314,1.77655e-08,9.75684,2.6,2.44,2.36,182.731
3.66599,6.7516e-07,3.77695e-08,13.89,0.2,2.08,2.32,68.601
8.46625e-07,3.1361,0.791016,14.2318,0.04,3.4,0.08,87.5821
2.37306,6.41796,3.20898,1.75439e-08,3.48,0.2,0.92,122.008
1.27612e-08,1.74609e-08,3.86555,9.69188,2.96,2.88,2.6,191.563
4.59195,10.23,0.154391,4.14731e-08,0.2,3.08,0.4,82.2849
11.5688,1.59614e-07,3.10841e-08,0.718597,1.4,3.04,0.44,130.72
4.61952,1.79137,2.43105e-08,10.2109,2.52,0.52,1.8,120.59
3.83917,11.6583,9.42208e-08,1.01639e-07,0.6,0.4,3,45.6804
1.55163e-08,1.73234e-08,4.3778,8.32586,0.76,2.52,0.28,73.6
1.88986,3.53358,9.80217e-09,12.7277,2,0.48,2.68,105.571
1.82724,2.48374,0.887777,11.6895,3.48,1,1.28,169.244
1.61469e-08,6.27124,8.95228e-09,12.6836,0.64,3.52,3.24,139.549
1.93239e-08,5.18697,0.983475,11.3259,3.64,2.92,1.68,241.432
2.89188,9.44341,0.506323,2.81269,3.36,2.56,0.32,200.795
5.56585,6.26355,5.06639e-09,3.41611,3.88,1.72,0,196.582
2.12912e-08,8.50004e-08,2.53568,13.2382,0.44,2.48,0.76,71.1797
5.12878,9.81603,2.08917e-08,1.33226e-06,1,1.12,1.32,72.16
6.01847,8.54505,3.26723e-09,2.98855e-08,0.52,2.92,1.56,97.12
0.171352,8.45444,1.15528,6.77015,0.88,2.88,0.32,104.699
9.56278,0.308086,1.78283e-07,3.7026,1.44,1.04,3.96,98.4
4.20549,0.378408,0.0916925,12.3049,2.32,0.08,2.64,105.282
1.66773e-08,13.0084,1.76516e-08,4.82357,0,1.12,1.52,37.08
2.40941,6.31701,1.57803e-08,8.61447,1.12,2.12,3.76,115.092
4.72784,5.7585,1.13447e-08,5.40202,3.88,0,2.72,167.016
1.65546e-08,5.14464,2.28028,7.91718,2.6,3,1.84,176.651
6.09443,4.20579,1.85094,2.69008e-08,1.88,1.48,1.04,100.072
11.1127,1.2676,2.1537e-08,8.19433e-08,0.08,2.96,3.36,87.68
2.40717,8.9818,2.37456e-08,5.50929,1,0.16,3.56,59.2364
8.98611,0.233274,0.588642,3.18129,3.76,0.6,3.8,175.291
5.24683,8.58074,0.466657,3.3738e-08,1.36,2.36,3.28,121.07
3.54173,2.94537e-08,3.38331,5.07496,0.64,2.16,3.44,75.2454
3.09981,2.40376,1.54956e-08,12.0293,0.32,0.96,1.08,40.16
7.77808e-08,10.6061,2.85982,2.56668e-07,3.84,1.84,0.68,188.362
3.48385,2.3251,3.17395,3.0171,2.44,1.8,0.16,118.397
2.03469,5.71566,1.12245e-08,9.94059,0.88,0.04,2.44,46.5827
2.16128e-07,8.49724,8.39016e-09,10.0866,0.52,2.64,2.6,106.38
5.36289,4.90607e-08,1.08661,8.16423,3.72,2.44,0.32,199.993
3.0984e-08,7.09262,3.92032,1.27107,3.4,3.32,2.8,206.981
3.00868,9.86198,1.27098e-08,3.47989,0.28,2.96,1.6,90.134
0.633717,7.85679,5.12657e-08,9.77755,0.84,0.36,3,57.8514
6.0073,1.25645,1.11135,5.55839,2.84,1.2,2.44,143.269
9.39102,3.72711,4.41651e-08,1.83501e-08,1.88,2.08,1.68,131.84
5.47492,2.13239,2.80438e-08,8.38735,3.76,2.76,3.96,240.468
1.42923,9.70326,7.95853e-09,6.29748,2.88,1.44,2,170.334
3.35701,5.72858,3.41981e-08,7.72165,1.64,2.4,3.64,141.629
1.39414e-07,6.46479,1.85313,7.51607,0.12,0.2,1.28,11.776
7.07318e-09,12.7023,4.10404e-08,5.18069,1.84,3.36,0.44,175.5
7.24474,0.0749259,7.41779e-09,7.83802,3.96,2.76,1.4,231.478
5.80564,6.60572,2.10986e-08,2.61726,3.12,1.24,3.08,167.697
5.51431,6.68442e-08,3.3804e-08,10.8095,1.36,2.8,0.32,122.88
0.650066,5.67903e-08,2.70844,11.6941,2.72,1.44,0.64,132.426
7.15981,2.67081e-08,1.65848e-08,8.06699,3.84,1.48,1.08,193.44
3.14372,12.6518,1.90373e-08,4.94035e-08,0.76,1.2,2.24,68.6881
6.61497,2.11143,0.879448,4.16652,1.04,1,0.12,59.0444
7.57945,6.31508,6.72855e-09,2.20579e-08,1.08,0.72,0.4,62.08
10.1643,2.62238,1.26136e-08,5.28025e-08,2.48,2.2,1.96,159.84
1.48067,6.23408,1.99629e-08,10.2591,3.32,3.36,2.44,245.102
8.79434e-09,11.3903,1.21207,3.47913,0.92,2.52,1.92,103.842
8.15535e-09,4.62648,4.33735,3.03617,2.56,0.96,1.32,105.229
5.67733,9.03239,1.39974e-08,5.41068e-08,3.16,0.64,1.48,147.68
4.58306,4.66147,2.27815e-08,6.92319,3.08,1.2,0.16,152.64
9.65598,2.9681,0.166469,4.09919e-08,1.28,1.04,2.12,83.3082
5.68181,2.628,2.26447,1.42571,1.52,2.12,1.12,100.427
1.59522,13.8034,1.94441e-08,1.23733,3.92,2.84,1.76,253.024
8.03325,5.09804,2.6601e-08,0.663535,0.96,3.6,1.28,129.92
1.28389e-08,4.82621,4.31738,2.85641,0.08,3.28,2.8,76.8914
0.464915,3.85708,3.00552,6.7105,2.24,3.88,2.32,180.627
0.496847,5.59037e-07,1.8667,14.1941,1.2,1.32,0.68,72.0279
1.46125e-08,11.1817,0.483484,5.66539,2.08,0.04,1.92,97.0347
3.73126e-08,1.20086e-07,4.48387,8.04301,2.48,2.28,2.4,140.147
4.674,6.74621e-08,1.20739e-05,12.21,0.44,0.48,2.48,39.0399
6.78117,2.30875e-07,0.799134,6.56703,0.16,1.96,3.6,63.4922
5.2214,9.68371,8.66281e-09,1.73174e-07,3.76,2.08,2.4,212.976
5.98408,1.4993,2.25644,2.26018,3.4,2.08,3.12,180.528
4.63036,2.89707,1.71184e-08,8.90281,3.12,2.32,0.68,185.969
1.21648e-07,15.7719,0.599791,2.86275e-08,3.12,2.36,3.48,211.983
8.74533e-08,10.5198,9.30774e-08,7.72689,2.04,0.52,3.48,121.5
4.64272,2.03676,2.73924,2.58128,1.12,1.28,1.92,67.8246
4.64151,7.54393,1.34728e-08,3.46289,1.36,2.96,2.92,138.419
8.09052,9.29832e-07,0.931458,4.03191,2.68,2.6,3.48,176.068
4.05951,11.2467,9.7584e-09,0.112955,2.12,1.76,1.32,132.89
1.2985e-08,2.15858e-08,4.34486,8.41372,1.76,3.44,3.52,153.529
6.80469,7.42187,4.01254e-08,2.56487e-08,1.52,1.8,1.64,110.56
1.25723e-08,4.43888,2.41083e-08,14.8213,2.48,0.2,0.56,119.52
4.6282,1.87854,7.97048e-09,10.0947,3,2.8,3.52,209.369
2.87465,2.84641,1.95511e-08,11.8881,1.56,2.72,0.96,136.216
2.20224,13.0463,0.415859,1.34866e-07,1.72,1,0.44,91.7588
1.11803,4.3361,1.74908,8.41364,2.96,0.04,2.52,117.292
5.71605,4.18531e-07,2.58208e-07,10.4732,0.96,1.48,2.52,84
10.7774,1.74662,4.84196e-08,4.18495e-08,2.72,2.52,0.68,172
2.91723,7.50519,1.50167e-08,6.3819,3.16,2.88,3.24,219.954
3.55071,10.9662,3.59546e-08,1.28829,2.04,3.6,3.28,189.028
3.30104e-08,11.7325,2.08795,0.744245,1.76,3.56,3.96,167.702
3.12199,4.24733e-07,1.48331e-08,14.7967,2.64,2.92,3.56,217.202
0.409566,9.03728,1.92934,3.62898,1.4,0.96,0.44,67.3424
4.56236,10.6252,2.03382e-08,5.23513e-08,0.6,1.56,0.44,63.2
9.78185e-09,8.32911,4.9839e-09,10.2827,1.16,1.48,3.12,106.2
4.61796,4.33474,1.27444,3.8477,2.6,1.32,2.32,134.938
4.00826e-08,3.40947,4.45905,4.13148,0.28,0.28,2.32,21.76
3.06584,4.37883,1.73876e-08,9.78163,2.36,0.72,3.72,128.462
2.6078e-08,6.86735,4.11327,1.01939,2.32,2.72,3.48,149.353
2.80529,10.8906,5.47635e-07,2.61887,1.68,3.24,0.84,155.084
1.35516,5.07361,0.0355045,11.7275,2,2.88,2.48,172.578
1.30968e-08,2.76322,4.52368,4.7131,1.88,2.28,1.04,108.143
7.18537,4.60368,1.97219e-08,2.65342,1.96,3.92,1.32,177.767
5.09539,3.25989,3.53021e-08,7.70448,2.64,2.6,2.16,178.154
2.0856,2.9375e-08,3.2544,7.8456,1.68,1.2,2.2,85.3005
1.02823e-08,8.7642,7.37961e-09,9.7751,1.36,3.52,2.8,168.84
1.24416,11.2117,1.79146e-07,4.84603,0.4,2.96,3,106.888
6.78448,1.72007e-08,3.91382e-09,8.69253,2.68,2.32,2.04,171.423
1.30071,10.6777,3.29748e-08,5.37485,2.8,2.44,0.24,186.456
2.24996,4.33052,0.0816241,10.9801,3.24,2.24,0.64,196.849
6.56327,3.16818,1.85787,0.410674,2.4,2.16,3.28,146.097
11.7235,0.395056,6.8926e-08,2.41002e-07,2.16,0.84,3.16,119.2
7.86432,2.87995,1.32482,2.30459e-08,1.36,0.96,2.92,78.5214
8.87398,4.0629,0.176246,2.80143e-07,2.92,0.68,3.6,146.11
2.94865,8.80117,0.562264,3.31817,3.04,1.24,1.08,154.029
4.8901e-08,7.70739,2.02825,5.59939,2.2,2.6,1.08,147.693
6.99902,1.95797,1.06761e-08,6.05066,3.84,2.8,0.04,220.96
2.51693,13.269,1.23678e-06,0.324597,1,3.04,2.64,129.409
3.64388,4.16944,9.50002e-09,9.06251,1.88,3.08,3.24,168.035
6.49193,7.86867,8.85416e-09,9.19343e-09,0.92,1.6,0.24,76.16
4.10136,2.46653,1.01646e-08,10.2868,0.28,0.56,0.04,24.8
8.71967e-09,9.23065,3.35166,0.293147,2.6,1.08,2.68,118.557
7.35308,4.03302,1.31658e-08,3.03968,2.36,3.32,1.28,179.2
4.4505,10.785,5.2393e-08,3.03609e-08,1.68,3.28,0.8,151.048
1.36784,8.21315e-08,2.62003,10.7335,3.8,1.68,3.8,205.689
4.35809,6.1762,3.84635e-08,5.53095,1,0.4,1.64,56.16
2.20641,8.03388,2.5654e-08,6.94978,2.96,0.08,0.92,128.468
8.86982,4.17407,0.130204,2.50461e-07,1.12,3.24,1.36,126.958
1.09767e-08,3.74801,2.9654,7.71958,1.84,0.48,2.08,76.617
9.3545,2.41408,0.597277,2.88919e-08,0.56,2.48,0.96,81.1011
1.60503,13.2375,2.13445e-08,1.88124,2.28,3.52,3.96,207.435
10.8385,1.09254e-07,1.47737e-08,1.9359,2.28,0.44,2.28,110.88
4.32405,10.0005,2.98794e-08,1.12601,2.76,3.28,2.24,204.348
10.2476,2.54179e-08,0.700949,1.05142,1.16,3.32,3.48,134.392
1.02098e-08,10.7404,2.84112e-08,7.46954,2.16,1.52,1.04,142.92
9.54384,3.27775,1.22116e-08,0.269549,1.2,2.96,2.16,127.68
2.10365,6.13702,6.35991e-08,9.33407,1.64,0.36,0.92,78.3282
2.50699,10.9807,2.90431e-08,3.01082,1.8,0.68,3.2,102.707
2.16086,6.75905,0.480978,7.23041,0.28,0.64,1.76,30.4144
6.23408e-08,11.0171,2.05081e-08,7.14676,3.08,2.52,2.88,219.6
8.80463,1.8442e-08,8.97456e-09,5.32562,0.04,0.28,3.2,21.12
6.25291,8.21013,1.33717e-08,7.30156e-08,2.92,3.24,0.4,196.314
0.468705,1.33871e-08,3.40276,10.1448,0.64,1.56,0.16,50.944
2.63984,3.8699,2.37659e-08,11.0854,1.08,1.68,2,92.8805
7.05668,2.12316,1.76501,1.05515,2.76,2.2,2.28,158.2
6.42832,1.19889,1.19366e-08,7.88743,0.8,0.32,2.04,47.84
4.113,4.93994,0.149096,6.98414,2,3.84,3.6,192.139
3.21627,9.70007,0.519782,1.93671,1.12,3.32,2.28,132.694
9.23995,0.541038,0.714041,2.06477,0.32,3.04,1.28,86.4286
7.78209,4.98077,3.02133e-08,1.21895,3.56,0.48,0.52,156
7.76007,1.5929,1.07763,2.33446,2.68,3.48,3.72,197.5
1.27112,7.8895,3.25389,8.55497e-08,1.48,2.44,2.32,107.543
0.184508,5.04479,1.64228e-08,13.8069,1.72,1.16,3.44,124.368
1.57582e-07,6.40038,4.15996,1.43966,2.72,3.08,2.04,168.148
4.45217,4.0373e-08,1.78309,7.82483,2.44,1.88,3.48,144.722
8.92719e-08,1.29484e-08,3.82479,9.80056,0,3.24,1.68,70.103
4.86994e-08,6.81054e-08,3.28691,11.2349,1,0.36,3.96,56.2601
9.336,3.80571,1.03911e-08,1.15444e-08,3.88,1.24,3.36,198.4
5.42983,1.86754,2.44132,2.26132,3.52,1.12,3.92,164.174
4.00182,2.96235,2.90304,2.13279,1.88,1.2,3.04,96.2094
0.552837,5.89242,8.24223e-09,12.2041,1.04,0.96,1.8,78.0558
6.13047e-08,14.527,2.88437e-08,3.0518,2.28,0.8,2.16,133.92
6.01477,1.83829,1.68254e-08,7.83071,2.8,0.04,3.28,126.133
1.3285,2.58977,4.00962,4.07211,3.64,3.88,0.52,216.824
6.0823,1.39933,2.22714,2.29122,3.44,3.32,1.96,207.508
0.138114,7.9091,1.54376e-08,10.5425,3.92,0,0.36,177.329
5.18362,3.52918,2.37363,0.913569,2.08,2.52,2.8,136.831
2.39465e-06,0.595392,4.74046,6.66415,3.04,3.4,0.92,187.501
1.29218,6.75493e-08,1.85246,12.9065,2.8,0.08,0.28,100.243
3.78627,2.80767e-07,1.84897e-08,13.6896,3.68,1.44,1.48,201.904
3.45318,4.19868,0.204073,8.80204,1.92,1.12,1.6,108.939
1.49889e-08,1.03946e-08,4.54557,7.87849,1.48,0.44,2.4,63.488
6.27055e-08,1.6962,0.950032,15.4877,3.96,1.64,2.92,249.167
1.27169,12.0379,1.43863,2.60343e-08,3.44,0.72,0,149.179
2.36926,10.6186,8.71279e-09,3.6629,2.2,2.84,3.08,178.032
3.14404,7.42986,6.95092e-09,6.09178,1.08,3.24,2.48,135.648
1.05763,8.85525,0.265458,7.19828,2.48,0.64,2.12,129.681
2.77559e-08,11.4376,2.49603,2.14369e-07,2.6,0.12,3.8,104.892
9.72435,2.61396,9.94787e-08,0.743139,1.52,0.8,2.8,91.2
11.6986,1.42036e-07,5.52132e-08,0.502404,2.64,3.44,0.76,191.2
2.20483e-08,8.87947,8.14661e-09,9.64062,3.52,1.08,1.48,194.22
4.18255,6.41606,6.5758e-09,5.54367,3.04,3.76,3.72,236.432
1.33282,7.2369,2.0311e-08,9.33558,1.24,1.36,1.44,92.5215
1.2533,3.28619e-08,4.06364,7.07478,2.88,0.24,3.64,112.738
4.13685,3.45961,2.7993,1.60424,0.04,1.48,0.24,30.464
9.28946,2.83266,1.63126e-08,1.21279,0.8,1.6,3.68,85.12
1.93733,10.4782,1.08222e-07,4.54656,3.96,3.32,3.44,273.633
1.89165,4.0605e-08,3.09948,8.58197,2.4,3.08,1.04,157.482
4.98102,4.67932,2.33966,2.93629e-08,2,2.52,0.28,123.97
0.620169,10.9513,1.60511e-08,6.18981,1.88,3.96,2.96,201.739
5.0353,0.352944,1.05002e-07,11.1961,2.76,2.56,1.48,180.766
1.75066,5.21887,2.93702,3.16151,0.72,1.36,3.4,62.4625
1.23536e-07,8.34791,2.36433,3.9559,2.8,3.6,3,205.964
1.64992e-07,10.6078,2.85909,4.27329e-08,3.76,0.96,1,162.452
1.8861e-08,3.01251e-07,4.48684,8.03509,3.96,1.4,1.36,173.13
6.88682,0.241573,2.02111,2.85049,3.24,1.56,0.84,154.231
5.46826,2.03707e-07,1.30158e-08,10.8862,3.44,3.32,1.64,237.926
7.08126,3.9217e-08,1.45854e-08,8.1979,0.04,1.56,2.16,47.68
3.45658,4.31741,1.01358e-08,9.20205,2.2,1.12,1.6,122.012
9.3292,2.32742,0.651004,3.20434e-06,0.48,3.8,3.72,120.619
2.73478,10.5328,1.58529e-08,3.15376,3.2,3.8,0.04,233.106
1.10122,0.602155,1.16801,14.3474,3.72,1.32,2.72,213.716
6.82912,7.38698,1.012e-08,5.40261e-08,1.56,1.72,1.2,108.48
5.49255e-08,9.70548,0.518048,7.29548,0.08,3.24,1.24,92.2032
4.36418,4.25446,8.96574e-09,7.76283,3.4,2.72,1.92,215.187
11.6373,5.19199e-08,5.15608e-08,0.604552,3.08,3.76,1.84,220.8
8.54494,4.63709e-08,0.85482,3.47891,1.28,2.28,2.96,110.921
3.18728,5.94516,2.05433e-08,7.75184,1.24,3.88,3.88,165.978
5.90143e-09,8.69464,5.26786e-09,9.85625,0.32,0,1.52,21.24
1.43819e-08,6.92673,7.36981e-09,11.9188,1.08,2.2,2,117
6.96374e-09,8.08559,7.96412e-09,10.5668,0.92,2.48,1.6,115.56
3.07795e-08,9.18751,3.11971e-08,9.28124,0.72,1.48,3.4,87.66
3.64043,1.93782e-07,4.6113e-08,13.9326,3.24,2.04,2.56,207.396
3.70549e-07,4.39347,0.361083,13.9114,3.92,0.96,0.32,200.139
0.343159,7.67048,7.39184e-08,10.4792,2.56,2.76,3.56,204.891
0.244632,7.20495,1.4124e-07,11.1865,3.92,1.12,1.6,212.617
4.56391e-08,9.60627,3.43526e-08,8.79268,0.64,3.52,0.56,126.36
5.41876,4.9002,1.89378e-08,5.25184,2.2,2.52,0.92,152.271
1.08359,13.4892,1.89914e-08,2.45665,1.44,1.8,3.36,123.102
2.43204,6.4355,2.62274e-07,8.4385,2.48,2.84,3.28,190.88
2.3336e-08,13.8707,1.10504e-07,3.81757,3.24,2.52,3.08,227.7
7.04281e-08,4.21255,4.37874,3.4087,1.64,1.56,0,82.432
4.26969,11.0433,7.60864e-09,1.97234e-08,2.56,2,1.32,157.211
0.564864,10.2717,0.143028,6.69346,1.8,2.28,0.76,141.296
8.42085e-09,8.14598,5.24622e-09,10.4964,0.6,2.84,1.4,109.98
6.10969,4.89096,1.13928,1.07297,3.56,1.08,2.28,168.326
8.50508,1.98153,2.53567e-08,3.51309,1.36,1.2,3.56,97.44
3.06806,7.51017,1.53412e-08,6.12471,0.12,0,1.76,11.84
7.967e-09,2.27455e-08,3.6837,10.1768,1.8,2.8,0.8,128.405
1.99179,1.99447,2.09734,8.76055,3.08,3.32,0.64,198.452
3.39157,5.23982,2.71808,0.986044,2.04,0.16,0.4,69.632
1.19075e-07,6.79395,9.23476e-09,12.0737,1.28,2.2,0.68,120.06
5.30055,3.77173e-08,5.22815e-07,11.1657,3.6,2.4,2.16,219.775
2.04331e-08,3.63862e-08,4.8,7.2,0.28,2.68,1.08,63.872
1.52085e-07,5.62455,3.50387,4.09438,0.44,0.64,1.04,29.696
2.05836e-08,10.4534,9.42378e-09,7.80442,3.32,0.12,2.92,165.78
1.89726,3.62527,8.98288e-09,12.6084,1,1.12,1.48,74.2082
3.04933e-08,8.00039,8.8937e-06,10.6662,3.28,2.24,1.16,213.3
8.44231e-09,1.10882,4.68912,6.20206,2.36,3.2,3.64,163.535
5.06007,2.92472,6.26013e-08,8.15438,1.6,0.08,2.2,74.72
0.693142,2.26866e-08,0.835306,16.6173,1.24,1.6,2.76,108.302
1.43809e-08,1.34737e-08,2.60784,13.0458,3.36,1.12,1.68,171.02
5.68904,1.77481e-08,1.0727,7.65773,2.08,0.44,1.16,89.8184
3.06782e-08,3.74513,0.414698,14.5248,0.56,3.04,0.92,106.389
5.12606,0.462598,1.00084,8.24798,1.36,1.12,1.76,80.3133
0.130494,5.78107,4.16969,1.91874,0.8,2.64,2.36,85.8941
3.71301,6.84433,0.354404,4.88152,2.84,3.56,1.76,211.123
1.8856,4.1618e-08,2.21049,10.9627,1.92,2.8,1,138.361
4.15946,1.28566e-08,1.05993e-08,13.0676,0.84,0.88,1.24,59.68
2.93664,6.21157,1.49815e-08,7.85877,0.52,1.04,3.64,61.4517
9.64661,3.14353,0.0955743,4.1529e-08,3.48,2.28,1.84,200.515
4.77738,3.60924,2.52812,1.08526,3.08,1,3,138.975
5.27926,8.23834,1.2131e-08,1.58984,3.16,3.16,2.36,215.982
6.71502,7.08926,7.41283e-08,0.53749,2,3.16,0.76,158.88
1.60219,6.18679,3.45676,0.893725,0.76,0.56,0.36,36.224
3.85327,6.61894,0.808756,3.69911,1.08,3.8,2.32,139.024
2.42514e-08,3.44325,4.45568,4.10108,3.28,0.68,0.32,119.04
3.07842,2.27692e-08,3.56863,5.35295,0.4,3.24,0.72,78.2306
6.93902e-08,8,4,2.31438e-08,3.6,1.16,2.48,154.56
1.84501,0.667031,4.9668e-07,16.1468,0.4,0,2.32,25.9254
5.21908,9.68703,6.92609e-08,5.31127e-08,3.12,1.12,3.4,166.49
1.49002,9.56213,1.98057e-08,6.36081,3.84,0.84,1.04,192.71
8.11516e-07,8.45516,1.28725e-08,10.1356,3.6,1.08,1.96,199.98
1.18151e-08,4.55391e-08,4.8,7.2,2.16,0.04,1.24,73.856
2.48361,11.1427,2.08148e-07,2.86085,3.12,3.56,0.12,224.642
3.0582,7.72652,1.66185e-08,5.88872,1.8,2.2,0.56,130.145
2.12522,2.54788,3.69512,3.63177,1.32,2.32,3.44,101.13
6.37964e-08,6.51495,1.50903e-08,12.3992,2.12,3.88,3.24,217.465
8.05565e-08,11.0793,4.9494e-08,7.07411,3.08,1.8,2.36,197.82
7.80349,0.257808,6.52982e-09,6.69341,3.52,0.92,0.04,163.04
0.489123,8.57567,2.64916,2.11541,0.6,1.56,2.24,58.3515
2.69778e-08,9.70205,2.92785,0.873335,0.64,2.48,2.44,80.5748
1.64432,6.10142,4.63402e-08,10.1411,0.32,1.72,0.12,55.807
4.69947,10.4293,2.01719e-08,2.08349e-08,3.64,3.36,1.88,241.602
1.09353,9.49078,1.36862e-08,7.10486,2.28,1.92,3.52,164.812
4.75384,10.3517,6.22197e-09,9.19447e-08,2.4,2.68,0.08,161.658
10.2086,2.55921,4.95259e-09,1.18542e-08,1.6,0.04,2.68,75.68
3.96131e-08,9.68775,2.39675,2.30631,3.4,3.2,1.6,215.442
3.43531,2.68201e-07,0.518935,12.8907,2.92,0.96,3.16,152.957
0.272749,10.8945,2.56321,1.16492e-07,0.28,3.16,2.96,88.9727
5.8711,1.01098,2.35046,2.76747,3.04,1.24,2.28,141.676
6.11458,6.42636,6.96222e-09,2.31161,3.24,3,1.72,209.716
2.55051,8.70454,1.27766e-08,5.59385,1.72,1.16,0.84,101.408
9.37983,3.91724e-08,0.608899,2.74321,2.6,2.28,1.2,158.649
3.30184e-08,10.2539,2.54237,1.25751,1.08,1.72,2.64,81.4735
5.82414,5.83836,1.73951e-08,3.48168,1.24,0.08,0.32,52.8
7.37705,3.02686e-08,0.27512,6.97127,1.2,3,2.28,126.919
0.0198929,3.96391,2.51818e-07,15.3423,3.96,2.24,1,257.378
11.6059,3.27199e-07,0.157641,0.236461,2.68,2.72,3.32,184.499
11.4132,0.838271,1.06105e-08,7.34143e-08,0.28,0.08,2.28,22.24
7.15702,5.54689,0.600101,2.59997e-08,2.88,3.08,2.52,194.761
0.83746,7.45236e-08,4.46502,6.69752,3.04,0.4,1.52,110.22
7.58609,5.94754e-08,5.52263e-08,7.35652,2.24,1.12,1.72,123.36
2.3881,9.79957,1.09985e-08,4.58701,0.88,0.04,1.4,41.76
1.04603,13.2772,3.16382e-08,2.76659,3.04,1.24,1.04,169.73
1.39756e-07,5.69964,0.0462824,13.227,0.28,3.92,3.52,135.652
4.85088e-08,11.276,1.07336,3.98237,0.56,0.6,3.88,47.5758
4.10242e-07,0.578796,1.48872,15.3548,3.56,3.28,0.56,267.092
2.57466,1.18282e-07,7.74459e-07,15.7089,2.88,1.8,2.04,190.4
4.05585,3.33038,0.08889,9.11777,0.92,0.96,3.12,72.0365
6.90105,7.28421,1.25685e-08,7.20218e-08,0.12,2.8,3.92,87.68
5.55052,3.86035,2.19376,0.395374,3.72,3,3.04,216.418
3.92462e-08,6.07753,2.82665e-08,12.9095,3.04,0.04,2.96,151.2
1.25415e-07,11.8252,2.87174e-08,6.2039,0.68,1.48,3.64,86.94
8.66461,4.76484,1.39884e-08,3.84552e-08,2.12,2.48,0.88,147.84
3.04227e-08,5.77501,1.00032e-08,13.2625,1.08,2.24,0.36,110.7
4.76786,9.8556,0.208261,2.94904e-08,2.68,0.44,2.68,127.226
10.3532,1.17487,7.05399e-08,1.37403,2.2,1.56,1.92,133.12
2.52595e-08,5.42928,1.66138,9.2355,1.24,2.96,1.76,124.233
1.43746,10.3252,2.08432,5.96365e-07,1.04,3.72,2,130.262
4.30767,6.44398,6.46943e-09,5.30258,2.2,2.84,1.48,165.017
1.06023,5.66826,3.68192,1.80154,2.76,3.68,3.56,193.328
1.57528,5.89286,3.09737,2.23988,2.28,0.64,0.2,85.9061
8.22777,2.53607e-08,9.8484e-09,6.28705,0,0.12,0.68,5.6
0.0572751,4.69149e-08,2.48896,13.2673,0.44,3.24,1.76,101.889
1.89666,13.2258,1.21267e-08,1.40878,1.64,1.48,0.6,107.49
3.39242,4.09537e-08,1.1042,11.4014,0.96,3.56,1.24,122.498
7.88908,5.87274,8.00936e-09,3.96758e-08,2.76,3.12,3.68,200.835
11.4207,0.517069,3.4618e-08,0.362203,0.76,0.68,1.16,51.36
4.86061,1.53131e-08,7.6303e-09,11.899,1.04,2.08,0.44,93.28
9.93139,8.59174e-08,3.80903e-08,3.44769,3.24,2.04,2.92,190.24
1.53432e-08,8.99467,3.1318,1.15474,0.08,1.16,3.68,38.9327
4.74569,10.3633,1.55716e-08,3.99592e-08,0.16,1.6,0.52,46.88
5.21707,9.68991,7.17336e-09,7.20021e-07,2.56,1.36,3.12,148.431
3.80254e-08,13.0875,4.06201e-08,4.73122,0.44,0.36,0.68,32.58
3.90738,11.0006,0.24514,3.11892e-08,1.92,0.6,1.12,93.7189
1.8328e-08,4.14541,1.81384,10.3268,1.76,0.08,2.24,68.1401
6.28284,1.07474,1.27516e-08,8.27473,0.16,2.08,0.12,56.8
4.50141e-08,1.84044,2.82043,10.3317,3.4,3.48,0.56,226.689
8.24206e-09,9.67281,2.72062,1.46007,3.64,0.36,1.64,145.532
1.16826e-08,1.28992,4.38165,6.81069,3.04,3.88,3.96,220.846
2.61362,9.92696,0.270773,3.34045,3.44,2.52,3.92,223.892
2.45801,10.3276,2.23873e-08,3.85447,2.52,2.16,2.48,170.59
2.66803,4.13291e-08,1.67582,11.0844,3.6,1,3.48,176.039
6.66398,2.11776,2.35632e-08,6.42265,1.04,3.64,1.96,136.8
7.44329,2.15041,1.64615e-08,5.0857,3.16,3.24,0.96,208
8.86304,2.80207e-08,1.25478,1.88217,3.44,3.6,0.08,214.282
0.196642,5.57557,1.74008e-07,13.1674,0.68,1.76,1.68,84.6968
1.08832e-07,9.71244,2.09415,3.08442,1.88,1.92,1.88,118.79
5.24729e-08,10.661,2.44306,1.04741,1.12,0.2,3.28,52.98
1.67665e-08,8.74955,1.10703e-08,9.79219,3.92,3.88,0.44,283.14
0.0932687,3.38808,2.57821,9.01657,0.24,1.56,3.52,52.4137
3.44428,2.57119e-08,6.86819e-07,14.2595,0.4,2.12,2.2,77.5936
5.18425e-08,3.28182,2.84587,8.58221,1.4,0.92,3.72,78.5204
7.58386,6.30877,7.03299e-09,1.8588e-08,3.44,1.72,1.4,184.48
