x1,x2,omega1,omega2,h
96.3692,206.76,124.793,147.708,163.321
68.7363,160.175,173.79,101.253,872.476
194.336,130.306,151.822,111.377,-1217.22
48.5645,85.788,93.7169,63.0577,350.434
124.075,168.422,93.7169,156.32,-285.235
103.129,113.917,108.819,121.996,-3.85094
170.06,83.6399,32.9622,133.724,-1132.48
179.594,187.78,32.9622,106.283,-1431.88
79.4969,36.0589,161.326,111.377,1151.86
141.853,157.498,151.822,116.593,-499.197
21.0805,155.178,98.7466,63.0577,617.88
109.465,57.2053,151.822,140.321,722.231
189.042,131.862,124.793,75.2075,-1673.21
74.8426,146.818,194.04,38.6736,392.694
36.4857,190.608,78.0043,127.669,637.559
64.349,202.547,194.04,216.317,2135.1
106.441,9.93164,119.266,38.6736,-376.273
179.04,207.466,66.2755,96.2365,-1741.71
201.225,45.1655,108.819,75.2075,-1348.6
134.418,193.098,52.2917,63.0577,-1439.14
71.1206,87.9758,143.895,116.593,972.801
19.738,159.986,161.326,26.2104,880.143
204.722,9.19382,52.2917,111.377,-892.408
9.74213,117.94,32.9622,80.734,489.846
21.6771,200.626,119.266,182.243,1822.4
87.509,155.246,151.822,182.243,1144.5
101.871,8.32118,32.9622,26.2104,-393.285
202.965,211.517,103.763,86.034,-2017.68
171.832,138.158,78.0043,116.593,-1324.32
142.66,49.2642,108.819,216.317,621.793
190.457,47.2489,113.966,56.1052,-1321.07
120.666,168.11,103.763,48.1783,-1257.4
136.747,52.6019,93.7169,63.0577,-931.982
107.386,50.9592,43.6804,116.593,-279.234
204.005,112.988,161.326,91.1813,-1428.25
116.031,173.092,32.9622,121.996,-899.076
53.1763,127.942,78.0043,156.32,874.299
27.3502,68.226,78.0043,86.034,875.177
193.671,34.3977,66.2755,101.253,-1067.58
203.346,106.217,52.2917,182.243,-1135.54
208.062,154.727,130.641,48.1783,-1850.9
114.059,16.848,161.326,75.2075,244.879
57.3121,198.39,173.79,106.283,975.55
47.1473,137.554,119.266,75.2075,545.869
132.023,92.6327,143.895,121.996,-88.0475
19.6883,192.946,108.819,63.0577,592.59
120.067,83.1633,216.317,140.321,1072.53
96.9081,149.773,52.2917,63.0577,-1011.48
186.836,158.05,52.2917,127.669,-1559.84
165.725,136.821,66.2755,121.996,-1249.82
31.2253,96.998,216.317,80.734,2020.47
58.0286,88.3564,124.793,86.034,710.326
140.371,215.459,83.4073,156.32,-763.395
68.1978,5.82307,119.266,156.32,1505
6.98918,70.1963,17.7573,140.321,1174.19
2.54947,99.8711,151.822,182.243,2895.27
188.018,72.0391,59.6789,182.243,-739.914
58.6668,181.157,108.819,75.2075,59.631
86.2009,86.4217,194.04,91.1813,954.907
95.8856,108.108,103.763,96.2365,-158.375
146.185,50.7536,59.6789,156.32,-328.33
89.9166,40.7001,194.04,86.034,1019.44
192.929,150.44,78.0043,63.0577,-1467.65
1.09132,113.818,161.326,140.321,2541.56
198.201,213.622,88.6228,69.3594,-1832.86
109.161,158.055,83.4073,56.1052,-1098.98
25.8978,178.648,119.266,116.593,1177.84
4.08238,40.5044,108.819,133.724,2189.93
164.677,107.339,52.2917,63.0577,-1090.05
140.474,207.34,113.966,106.283,-1049.37
54.6287,16.929,151.822,101.253,1479.72
84.5158,191.669,59.6789,56.1052,-1030.77
179.193,164.529,17.7573,156.32,-1424.43
106.687,15.4254,17.7573,38.6736,-348.403
194.653,33.1293,130.641,75.2075,-1321.73
30.1972,178.698,173.79,63.0577,1110.13
187.424,70.2759,98.7466,5.96032,-1078.37
167.139,48.1537,216.317,156.32,525.244
120.912,180.049,113.966,140.321,-325.958
60.6222,63.077,43.6804,116.593,326.99
216.636,169.272,93.7169,38.6736,-1564.67
80.1851,101.592,83.4073,111.377,98.1447
41.1047,135.855,98.7466,140.321,1107.37
81.9356,8.96745,66.2755,116.593,380.612
101.66,166.236,108.819,116.593,-240.719
101.639,24.44,72.3308,69.3594,-393.129
162.373,9.16064,173.79,75.2075,-469.384
85.4661,105.687,103.763,91.1813,-11.689
194,128.722,119.266,156.32,-952.093
169.838,47.428,136.942,69.3594,-1052.2
77.5458,9.58457,88.6228,216.317,1615.24
150.011,129.342,83.4073,147.708,-639.995
108.874,106.747,136.942,156.32,545.895
159.033,78.1664,130.641,182.243,67.1437
71.412,211.178,43.6804,111.377,-468.623
11.8952,65.7515,32.9622,26.2104,114.607
72.5515,50.1937,113.966,63.0577,263.534
148.172,34.7588,113.966,167.038,140.73
147.883,161.545,52.2917,86.034,-1406.74
116.701,140.947,194.04,69.3594,-30.4086
90.0835,24.7322,113.966,91.1813,331.04
199.817,36.4946,108.819,5.96032,-1023.36
51.1643,163.598,113.966,216.317,1727.48
96.5386,14.6197,216.317,38.6736,753.737
64.5944,203.422,83.4073,5.96032,-1082.71
7.39966,25.061,83.4073,127.669,1877.33
113.902,192.088,17.7573,91.1813,-1274.14
77.9121,90.3572,108.819,182.243,1146.77
60.1947,39.0637,78.0043,5.96032,-400.114
213.332,203.118,108.819,91.1813,-2045.08
138.802,89.3233,143.895,38.6736,-1030.04
51.4871,165.065,66.2755,56.1052,-363.223
29.4792,46.6508,113.966,182.243,2244.86
19.3031,12.647,59.6789,121.996,1418.7
128.077,167.661,108.819,156.32,-247.613
189.818,151.717,113.966,121.996,-1360.57
45.237,147.469,130.641,182.243,1724.69
98.1478,153.072,124.793,26.2104,-868.919
59.4587,36.682,130.641,216.317,2252.6
104.302,82.4194,32.9622,156.32,-28.9406
203.754,18.2962,103.763,156.32,-739.966
151.722,28.8564,32.9622,121.996,-821.807
82.3307,140.552,216.317,38.6736,505.75
133.345,162.634,194.04,127.669,166.352
14.3561,196.434,72.3308,91.1813,590.975
184.381,133.706,52.2917,167.038,-1132.03
36.3961,202.561,143.895,91.1813,885.386
20.4791,30.134,130.641,96.2365,1779.61
128.3,16.6949,194.04,167.038,1234.59
52.3671,198.126,32.9622,121.996,-107.912
162.304,150.726,59.6789,147.708,-1040
120.6,149.894,216.317,48.1783,-125.424
37.6868,196.845,108.819,26.2104,-115.452
88.0385,157.103,216.317,147.708,1427.15
47.7728,17.2663,161.326,106.283,1747.12
114.298,114.35,78.0043,91.1813,-677.727
13.5186,8.78258,119.266,48.1783,1395.98
4.8943,15.5516,66.2755,156.32,2075.65
79.4083,66.0329,103.763,147.708,821.236
40.8142,26.9993,83.4073,147.708,1468.5
137.011,165.015,52.2917,63.0577,-1326.29
97.178,128.869,124.793,80.734,-209.414
73.8998,143.269,43.6804,48.1783,-863.809
118.092,91.3913,93.7169,91.1813,-544.74
190.029,12.3595,93.7169,140.321,-744.333
74.9512,19.3753,72.3308,111.377,420.94
97.7897,210.855,124.793,96.2365,-393.346
43.4577,188.219,43.6804,38.6736,-711.572
108.14,141.849,151.822,86.034,-135.366
21.1553,110.604,93.7169,75.2075,866.032
184.791,86.1117,98.7466,121.996,-1119.09
120.539,197.788,103.763,147.708,-379.029
128.217,130.653,216.317,80.734,140
104.894,39.9941,72.3308,80.734,-387.163
178.223,135.947,119.266,69.3594,-1629.71
34.3193,19.1681,83.4073,69.3594,833.246
183.869,210.03,119.266,116.593,-1532.77
4.44881,123.142,59.6789,96.2365,986.508
204.593,12.3793,108.819,38.6736,-1063.34
113.313,57.9487,143.895,140.321,570.732
103.659,114.875,66.2755,140.321,-109.858
197.137,128.635,72.3308,101.253,-1493.49
65.0092,15.1412,17.7573,127.669,412.542
187.82,214.679,130.641,63.0577,-2073.78
175.213,115.534,66.2755,63.0577,-1235.39
49.0106,206.495,78.0043,5.96032,-868.524
203.017,215.058,88.6228,167.038,-1500.36
205.987,13.4608,119.266,121.996,-1002.12
20.6348,42.9614,108.819,63.0577,1175.49
202.389,76.4109,93.7169,5.96032,-1058.68
9.08791,189.511,52.2917,96.2365,563.655
129.318,186.578,194.04,127.669,143.06
7.45585,101.42,136.942,101.253,1842.07
166.081,51.7827,52.2917,140.321,-815.303
173.668,195.31,124.793,75.2075,-1711.77
179.839,170.255,17.7573,167.038,-1421.84
194.086,51.134,103.763,216.317,-135.978
115.7,34.2143,93.7169,167.038,476.021
37.3039,53.1227,194.04,5.96032,1116.04
84.7409,69.7341,93.7169,86.034,-6.76311
77.6239,20.6627,17.7573,56.1052,-448.378
118.177,212.412,83.4073,48.1783,-1521.9
196.157,143.144,124.793,216.317,-406.842
159.263,41.0444,136.942,48.1783,-1090.42
84.6228,37.5976,194.04,38.6736,653.532
202.431,128.895,216.317,101.253,-983.627
103.178,68.7253,52.2917,111.377,-291.873
211.694,11.9177,173.79,121.996,-748.695
52.5673,92.4279,32.9622,156.32,655.315
166.772,162.739,130.641,147.708,-724.837
85.1653,41.8467,93.7169,156.32,800.002
5.40431,124.226,43.6804,111.377,956.394
36.613,159.98,108.819,182.243,1611.66
106.715,48.6219,124.793,133.724,469.818
73.2934,149.798,161.326,26.2104,-43.1023
15.3452,110.597,32.9622,156.32,1174.22
145.769,16.0168,194.04,133.724,589.726
127.056,156.114,108.819,140.321,-347.123
84.3791,64.8594,78.0043,133.724,364.526
183.584,190.762,98.7466,216.317,-577.572
114.449,63.1747,151.822,216.317,1368.6
155.122,97.5529,216.317,101.253,-6.69942
27.6439,14.673,119.266,133.724,1973.62
106.011,153.957,98.7466,26.2104,-1245.4
83.5872,209.481,72.3308,91.1813,-662.347
44.8114,155.267,119.266,106.283,827.82
89.5543,27.0163,124.793,116.593,693.809
77.9327,2.92534,98.7466,127.669,849.668
155.495,70.8113,113.966,116.593,-610.451
111.006,120.887,98.7466,111.377,-331.374
74.1283,77.0313,173.79,96.2365,1057.83
110.067,186.562,59.6789,147.708,-452.028
64.4595,106.408,103.763,121.996,671.69
132.858,22.74,98.7466,56.1052,-797.448
122.227,147.861,72.3308,121.996,-648.68
177.442,36.7398,17.7573,69.3594,-548.39
70.7031,14.9588,108.819,101.253,768.231
62.5254,150.943,113.966,38.6736,-202.836
180.646,66.6187,151.822,127.669,-607.893
52.2641,203.802,136.942,86.034,473.801
58.9339,113.735,151.822,116.593,1168.39
215.054,65.6953,194.04,26.2104,-1847.2
95.2424,147.775,66.2755,121.996,-306.885
15.5435,189.236,93.7169,147.708,1377.53
102.934,90.4659,113.966,56.1052,-513.967
177.315,68.0801,136.942,127.669,-656.381
66.1834,1.67971,173.79,80.734,1347.22
192.09,146.745,43.6804,156.32,-1450.96
48.2356,201.349,119.266,182.243,1341.45
95.6505,61.8664,151.822,80.734,356.382
67.7923,134.796,124.793,133.724,825.725
169.873,206.844,59.6789,133.724,-1510.28
146.67,182.908,88.6228,75.2075,-1501.2
184.148,128.268,108.819,147.708,-961.156
72.5948,127.249,113.966,96.2365,286.321
188.036,147.55,124.793,38.6736,-1738.32
190.054,216.992,194.04,216.317,-185.371
143.6,3.19333,88.6228,56.1052,-930.378
26.1946,176.764,83.4073,182.243,1477.94
127.262,140.628,130.641,156.32,16.375
214.21,191.908,161.326,216.317,-635.435
134.268,53.7422,113.966,116.593,-244.994
160.038,37.7002,93.7169,86.034,-968.686
20.1232,124.947,194.04,86.034,1938.73
200.722,50.3668,88.6228,63.0577,-1152.87
48.8894,122.762,216.317,182.243,2614.54
56.6481,105.978,43.6804,48.1783,-473.121
63.1839,150.983,59.6789,147.708,346.649
168.803,7.61002,173.79,140.321,72.2189
134.412,86.6865,93.7169,101.253,-653.673
148.955,175.471,17.7573,121.996,-1330.09
100.773,13.5322,108.819,91.1813,131.95
189.179,53.5288,43.6804,101.253,-959.723
134.514,73.0297,173.79,111.377,138.295
209.583,109.768,72.3308,69.3594,-1281.58
9.50834,94.7338,130.641,91.1813,1668.13
188.579,166.362,78.0043,147.708,-1360.45
193.727,99.2792,216.317,86.034,-860.686
134.528,87.2172,83.4073,182.243,90.6117
137.215,111.011,43.6804,106.283,-1040.14
186.865,3.99248,194.04,96.2365,-476.783
100.148,127.23,66.2755,147.708,-36.2504
84.8402,2.10798,59.6789,216.317,1325.05
141.747,111.791,72.3308,56.1052,-1247.57
34.9466,145.797,93.7169,56.1052,285.996
192.633,165.538,59.6789,86.034,-1474.34
42.1105,113.921,59.6789,26.2104,-354.78
202.129,43.4098,88.6228,111.377,-1327.7
23.9656,38.5278,52.2917,38.6736,324.16
50.0821,204.175,32.9622,140.321,83.1342
90.0556,206.691,130.641,167.038,529.018
83.769,9.83366,113.966,127.669,869.175
12.3994,76.3498,119.266,69.3594,1357.67
119.493,192.923,93.7169,167.038,-211.91
49.4705,124.055,66.2755,5.96032,-664.331
132.757,55.671,72.3308,80.734,-839.96
109.415,78.0211,151.822,91.1813,148.477
146.248,28.2137,161.326,56.1052,-571
40.1434,37.9055,59.6789,106.283,785.416
126.459,97.43,161.326,26.2104,-790.612
167.285,99.6555,43.6804,86.034,-1084.69
38.2176,2.65029,103.763,106.283,1401.95
131.456,97.4481,72.3308,127.669,-519.494
131.899,163.393,103.763,167.038,-207.192
173.191,192.762,17.7573,91.1813,-1264.98
60.6122,111.271,143.895,96.2365,865.211
2.1284,183.956,43.6804,182.243,1485.1
202.27,26.6068,130.641,106.283,-1091.53
60.6959,215.811,136.942,63.0577,44.2309
64.4851,103.54,173.79,133.724,1500.25
133.985,71.642,88.6228,116.593,-464.69
174.154,110.318,143.895,80.734,-1208.72
177.742,80.3207,78.0043,80.734,-1264.45
207.778,153.913,216.317,56.1052,-1631.42
157.296,184.471,151.822,69.3594,-1335.51
125.892,117.503,108.819,48.1783,-1097.81
173.769,152.749,151.822,91.1813,-1221.02
74.1149,68.613,124.793,156.32,1202.6
189.921,144.155,59.6789,80.734,-1367.09
126.55,103.815,32.9622,91.1813,-1043.2
103.549,16.1455,124.793,182.243,1141.88
99.0815,5.12909,103.763,127.669,510.344
183.912,55.5342,72.3308,106.283,-1224.86
106.303,73.2499,66.2755,116.593,-217.662
135.467,21.9077,83.4073,116.593,-317.791
62.2056,199.889,143.895,147.708,996.773
154.507,178.388,136.942,69.3594,-1361.4
188.751,11.4657,98.7466,63.0577,-1082.68
15.4192,52.5826,17.7573,80.734,497.037
56.7953,192.501,119.266,140.321,803.551
159.378,15.5092,108.819,182.243,182.012
211.28,209.328,66.2755,182.243,-1575.15
24.7214,153.807,151.822,101.253,1470.54
13.6085,0.0461075,113.966,167.038,2564.9
197.051,201.234,113.966,101.253,-1867.32
7.59004,186.734,173.79,38.6736,1241.08
118.577,3.43452,151.822,182.243,1192.51
13.6528,93.509,17.7573,182.243,1380.21
24.0216,110.974,93.7169,116.593,1226.81
160.872,173.3,43.6804,63.0577,-1284.05
163.177,73.1781,83.4073,156.32,-513.554
43.8481,22.9426,143.895,182.243,2380.34
117.006,70.1507,194.04,116.593,719.608
95.4111,162.187,78.0043,75.2075,-764.402
94.8139,105.744,119.266,156.32,626.229
51.4631,195.388,32.9622,167.038,366.116
145.106,152.939,43.6804,111.377,-1267.38
81.738,159.926,83.4073,101.253,-264.378
102.838,207.795,103.763,101.253,-632.092
81.675,186.567,32.9622,69.3594,-998.351
74.5059,130.924,173.79,38.6736,259.828
30.5946,131.255,78.0043,5.96032,-236.078
210.06,97.6311,194.04,121.996,-947.163
22.6129,87.4169,130.641,156.32,2112.9
62.7741,207.85,113.966,38.6736,-434.941
134.509,209.662,83.4073,216.317,-58.1597
157.168,194.135,119.266,101.253,-1248.76
175.268,167.534,43.6804,56.1052,-1228.9
10.3009,178.924,136.942,133.724,1805.55
91.1837,70.819,216.317,101.253,1251.13
111.013,28.3487,32.9622,182.243,352.624
112.085,43.8289,124.793,216.317,1218.24
23.4352,21.0129,119.266,101.253,1699.31
157.515,170.507,103.763,116.593,-1098.73
149.93,62.3668,32.9622,38.6736,-652.201
20.9698,30.602,93.7169,75.2075,1189.38
185.8,110.644,59.6789,91.1813,-1277.74
168.603,126.251,108.819,48.1783,-1565.95
210.81,122.221,83.4073,216.317,-776.606
103.668,48.7048,72.3308,96.2365,-249.816
18.5172,39.9089,72.3308,111.377,1344.14
207.007,13.6436,17.7573,140.321,-748.132
163.39,185.027,136.942,91.1813,-1294.11
2.45289,212.739,119.266,63.0577,928.13
119.743,64.7674,216.317,106.283,811.559
202.048,199.372,83.4073,101.253,-1866.28
31.728,82.658,130.641,48.1783,886.455
144.347,197.643,216.317,133.724,111.599
161.128,133.667,143.895,56.1052,-1366.04
29.2007,139.703,136.942,101.253,1297.53
191.176,190.081,66.2755,167.038,-1368.75
164.737,24.354,32.9622,111.377,-802.544
130.446,48.5775,72.3308,182.243,235.863
102.27,215.99,93.7169,216.317,429.731
131.772,201.89,143.895,111.377,-626.729
114.78,197.09,130.641,86.034,-687.657
132.871,10.5186,216.317,96.2365,691.793
47.7867,33.9758,124.793,75.2075,1003.94
62.6416,150.171,98.7466,140.321,662.442
215.636,81.9116,17.7573,5.96032,-455.162
205.791,189.848,59.6789,86.034,-1568.94
101.76,111.395,17.7573,140.321,-360.472
104.61,44.3413,130.641,91.1813,157.876
186.251,103.851,78.0043,96.2365,-1421.98
118.062,21.1272,88.6228,147.708,271.441
203.37,74.1253,83.4073,56.1052,-1175.41
111.219,17.3084,52.2917,48.1783,-678.131
186.808,124.142,113.966,91.1813,-1516.27
32.2377,187.357,216.317,75.2075,1585.54
166.661,29.4318,43.6804,216.317,-25.7195
178.789,104.753,108.819,216.317,-105.971
192.524,61.5827,78.0043,106.283,-1293.85
103.234,136.936,130.641,69.3594,-405.952
132.95,41.479,173.79,116.593,344.807
106.462,140.058,119.266,101.253,-271.353
34.7492,83.0648,136.942,116.593,1577.61
174.087,68.9432,103.763,182.243,-267.983
45.4377,47.9151,143.895,133.724,1766.65
188.586,67.8401,43.6804,156.32,-1086.29
52.7861,79.3188,83.4073,182.243,1389.08
125.93,103.68,88.6228,156.32,-82.8059
34.1286,68.5817,52.2917,91.1813,546.089
174.906,160.956,143.895,26.2104,-1898.86
110.601,52.7016,72.3308,121.996,-105.282
108.872,66.0396,151.822,48.1783,-223.853
75.4854,100.319,161.326,147.708,1330.33
134.689,199.123,161.326,216.317,555.535
35.5434,194.133,88.6228,167.038,1140.29
206.238,98.0233,173.79,140.321,-833.475
117.447,95.232,32.9622,147.708,-350.326
10.6643,210.544,161.326,63.0577,1209.71
163.658,121.724,216.317,216.317,893.61
62.9991,82.0625,136.942,182.243,1729.62
102.999,98.5926,161.326,156.32,928.103
94.0004,103.913,52.2917,147.708,59.1768
56.1747,177.648,66.2755,121.996,160.976
163.294,76.4346,43.6804,86.034,-992.602
61.0691,195.319,216.317,111.377,1396.43
111.496,119.36,143.895,56.1052,-484.368
150.31,170.654,113.966,48.1783,-1621.38
81.7718,77.0858,93.7169,5.96032,-783.462
44.776,211.514,93.7169,63.0577,-84.2788
29.619,8.23671,43.6804,121.996,1090.67
202.958,89.438,194.04,121.996,-814.967
22.3657,56.8781,52.2917,63.0577,523.398
109.333,9.28323,78.0043,75.2075,-347.699
41.2356,166.38,17.7573,75.2075,-384.2
140.348,46.5846,88.6228,63.0577,-988.904
190.19,111.883,32.9622,106.283,-1126.17
186.349,14.4113,103.763,147.708,-566.874
203.387,142.116,59.6789,140.321,-1606.5
46.7021,32.8908,43.6804,216.317,1639.86
24.3928,57.3001,98.7466,147.708,1796.28
184.821,144.355,216.317,121.996,-521.063
36.5351,151.97,108.819,63.0577,453.251
90.9801,119.708,83.4073,140.321,151.102
139.765,2.42758,113.966,182.243,539.805
142.143,51.0199,17.7573,116.593,-810.95
169.069,139.022,113.966,156.32,-676.059
106.632,179.154,103.763,56.1052,-1025.83
118.58,51.4427,136.942,121.996,249.164
40.1114,150.855,78.0043,86.034,314.958
56.0978,187.097,216.317,96.2365,1367.39
130.927,114.363,216.317,26.2104,-388.865
68.7963,84.1993,119.266,38.6736,4.26456
151.56,130.038,88.6228,80.734,-1302.92
25.613,166.859,119.266,147.708,1541.27
91.3372,47.1375,103.763,216.317,1368.19
54.4922,110.35,161.326,147.708,1668.09
165.411,71.0549,143.895,96.2365,-774.236
13.5052,0.00084709,78.0043,69.3594,1230.54
51.9533,187.5,32.9622,127.669,-2.88037
81.3788,200.274,59.6789,106.283,-519.495
194.848,58.036,108.819,106.283,-1244.27
36.6484,103.448,216.317,147.708,2566.79
37.6279,73.4495,72.3308,106.283,815.039
84.8898,184.262,143.895,63.0577,-195.54
204.344,174.177,93.7169,69.3594,-1715.63
47.6363,109.838,83.4073,38.6736,-75.9963
124.653,127.491,52.2917,167.038,-270.981
188.009,137.595,93.7169,216.317,-457.035
13.4843,82.8863,194.04,127.669,2642.83
215.664,108.469,130.641,80.734,-1801.08
114.082,179.109,52.2917,91.1813,-1088.02
155.876,180.08,72.3308,106.283,-1405.76
193.459,154.234,98.7466,26.2104,-1498.05
16.3903,98.3326,130.641,91.1813,1529.86
19.4007,133.207,17.7573,5.96032,-638.291
92.7839,57.207,43.6804,63.0577,-635.144
189.311,97.5091,143.895,106.283,-1114.19
167.971,135.563,66.2755,156.32,-932.998
4.10993,69.6114,113.966,182.243,2609.66
167.112,27.9459,103.763,96.2365,-866.412
189.369,194.412,98.7466,167.038,-1165.95
66.2202,187.362,113.966,140.321,601.459
149.012,54.9145,98.7466,86.034,-853.012
152.184,199.888,66.2755,106.283,-1469.65
123.084,19.4482,119.266,56.1052,-524.327
171.267,203.392,78.0043,133.724,-1406.04
24.2192,177.522,32.9622,26.2104,-554.305
89.7641,80.6668,83.4073,101.253,-66.3856
31.6071,4.4325,143.895,156.32,2415.49
85.2942,37.384,78.0043,91.1813,36.1844
139.47,45.1283,98.7466,182.243,281.807
61.7715,65.4257,72.3308,133.724,686.963
83.6453,99.9835,83.4073,140.321,332.687
37.5583,207.136,173.79,56.1052,794.352
189.906,118.404,32.9622,127.669,-1242.14
210.039,186.743,113.966,63.0577,-1904.33
58.5935,35.4444,103.763,111.377,954.946
34.2945,34.9206,66.2755,96.2365,868.138
134.689,183.92,124.793,182.243,-50.1365
71.1355,122.022,161.326,133.724,1181.98
163.501,84.6941,143.895,121.996,-544.46
157.513,138.246,130.641,127.669,-697.63
37.544,182.489,88.6228,116.593,646.407
82.9967,49.15,32.9622,116.593,5.14658
4.95138,106.8,136.942,91.1813,1764.91
128.486,92.898,151.822,111.377,-52.3462
51.2836,216.927,43.6804,116.593,-157.668
196.619,95.0881,78.0043,69.3594,-1271.97
52.2373,186.648,136.942,111.377,796.333
52.0778,109.76,59.6789,80.734,27.6898
133.583,54.3416,43.6804,147.708,-348.369
8.22746,49.8432,161.326,96.2365,2228.16
174.548,11.2018,93.7169,167.038,-255.805
7.48235,112.891,113.966,216.317,2716.59
33.332,134.056,119.266,147.708,1533.54
150.688,5.7703,161.326,48.1783,-640.417
56.9753,179.206,173.79,156.32,1558.71
170.305,84.6806,151.822,5.96032,-1574.63
69.2064,31.7375,124.793,63.0577,505.837
129.096,144.598,52.2917,56.1052,-1217.01
214.448,79.9985,88.6228,156.32,-1227.34
144.462,168.807,17.7573,69.3594,-1083.25
154.144,153.604,83.4073,48.1783,-1469.88
130.768,44.7848,173.79,26.2104,-532.966
156.848,35.3322,124.793,127.669,-311.759
207.126,58.6449,108.819,101.253,-1468.9
98.2041,14.2601,52.2917,147.708,358.935
104.301,67.875,98.7466,48.1783,-657.457
12.8527,101.055,17.7573,156.32,1105.2
195.679,138.567,173.79,140.321,-847.825
21.1779,56.524,72.3308,140.321,1519.22
56.8616,5.67218,161.326,156.32,2130.26
136.544,120.509,78.0043,147.708,-448.543
128.365,9.31087,119.266,167.038,551.626
1.24355,68.3486,52.2917,156.32,1790.33
136.789,106.64,130.641,96.2365,-595.39
128.753,34.772,93.7169,38.6736,-992.598
104.365,59.0253,52.2917,91.1813,-471.654
1.86038,19.4249,119.266,182.243,2903.9
200.489,43.9642,103.763,147.708,-883.04
190.708,131.691,43.6804,140.321,-1436.15
95.0553,41.0361,124.793,26.2104,-365.111
118.753,136.815,78.0043,38.6736,-1325.58
71.3081,200.489,113.966,167.038,724.536
5.59559,84.0736,59.6789,156.32,1722.97
49.7361,31.0589,119.266,147.708,1650.26
184.861,163.178,113.966,26.2104,-1660.35
33.927,151.262,93.7169,63.0577,352.012
151.941,19.9642,103.763,80.734,-777.113
4.22505,51.34,72.3308,75.2075,1193.97
0.0847709,122.745,88.6228,26.2104,655.828
121.113,78.4323,143.895,48.1783,-573.023
94.6602,127.099,130.641,80.734,-98.5334
31.8861,137.014,17.7573,156.32,675.276
82.0892,204.684,216.317,121.996,1086.79
178.375,89.25,43.6804,86.034,-1040.85
58.829,87.8019,108.819,56.1052,239.108
25.6969,58.2545,93.7169,106.283,1304.44
183.162,49.5354,173.79,216.317,443.495
208.178,156.002,113.966,121.996,-1634.75
78.1796,28.7819,113.966,48.1783,99.083
0.779869,87.2562,66.2755,63.0577,930.269
67.5639,203.188,52.2917,111.377,-331.122
84.2341,13.7753,66.2755,91.1813,75.0879
11.9398,164.342,194.04,26.2104,1330.22
43.7724,52.0043,108.819,101.253,1104.8
191.344,194.024,151.822,26.2104,-2092.85
1.09423,162.799,98.7466,38.6736,703.309
182.676,113.779,32.9622,127.669,-1225.08
138.955,68.5732,83.4073,216.317,443.95
131.704,150.773,43.6804,63.0577,-1199.77
22.1533,174.911,124.793,116.593,1315.45
120.62,45.0576,52.2917,75.2075,-803.084
79.4852,55.2859,143.895,63.0577,417.648
201.492,198.656,216.317,156.32,-695.118
204.661,62.9421,66.2755,140.321,-1316.15
93.1122,149.108,216.317,56.1052,451.775
48.6616,199.55,124.793,111.377,687.59
93.8857,130.175,98.7466,111.377,-109.404
212.107,11.2071,72.3308,56.1052,-831.161
27.2425,211.856,17.7573,101.253,-109.74
0.953754,188.736,113.966,91.1813,1279.36
63.5743,201.714,173.79,63.0577,417.281
110.327,7.77513,32.9622,216.317,785.263
179.186,53.9867,59.6789,216.317,-203.304
89.6661,170.208,83.4073,101.253,-423.179
58.9068,93.0735,173.79,63.0577,935.855
183.781,26.0576,130.641,96.2365,-930.953
45.0976,191.305,66.2755,69.3594,-220.63
16.4551,103.577,173.79,127.669,2304.09
81.6338,146.037,66.2755,156.32,233.825
75.5221,66.953,151.822,127.669,1167.7
62.9551,212.041,119.266,63.0577,-158.121
202.238,142.443,194.04,140.321,-833.657
143.368,24.312,98.7466,48.1783,-1030.14
43.3219,75.6923,17.7573,86.034,57.6089
166.263,75.3072,103.763,48.1783,-1321.19
83.6601,132.915,124.793,156.32,773.577
208.557,24.363,103.763,38.6736,-1069.03
69.9472,113.254,194.04,216.317,2391.5
77.8815,9.71298,136.942,167.038,1599.08
15.0312,41.5114,78.0043,56.1052,904.488
201.611,14.5107,52.2917,96.2365,-850.706
81.8079,32.9472,161.326,38.6736,395.669
142.782,150.091,151.822,121.996,-432.266
187.872,4.91609,143.895,38.6736,-1324.46
214.292,56.2645,136.942,96.2365,-1441.13
189.474,15.5205,143.895,121.996,-631.394
52.2043,66.4091,43.6804,63.0577,-103.837
13.6031,126.232,103.763,75.2075,1039.93
110.576,57.4745,161.326,5.96032,-547.393
22.1279,183.108,103.763,101.253,919.435
172.466,174.875,17.7573,182.243,-1185.06
87.7717,12.9988,83.4073,56.1052,-219.303
185.694,61.6036,143.895,63.0577,-1352.18
110.814,155.476,78.0043,156.32,-142.078
161.296,130.985,161.326,63.0577,-1183.42
40.4247,207.625,216.317,86.034,1465.37
188.882,52.3262,161.326,48.1783,-1403.92
148.633,181.645,136.942,106.283,-922.953
52.1595,181.098,130.641,5.96032,-297.253
63.553,60.8364,83.4073,101.253,459.309
199.211,41.7711,161.326,147.708,-510.994
159.96,41.873,72.3308,106.283,-910.123
199.124,96.0821,52.2917,86.034,-1134.64
157.959,31.7037,130.641,111.377,-440.618
126.567,174.815,103.763,111.377,-734.843
197.016,45.5171,130.641,133.724,-819.204
142.443,93.0587,88.6228,101.253,-822.164
207.556,114.651,108.819,91.1813,-1692.37
112.615,38.8343,194.04,111.377,871.77
144.102,207.239,143.895,156.32,-419.825
